Date,Host,Service,Message
"2025-11-04T23:56:09.505Z","i-06642dd378e15bd0b","support-middleware","[id:a9402e80-10, L:/10.11.32.218:53458 - R:fretadao.zendesk.com/216.198.54.6:443] READ: 4911B ,""value"":null},{""id"":29195709050387,""value"":null},{""id"":29198703947795,""value"":null},{""id"":30116909818003,""value"":null},{""id"":30557593834259,""value"":null},{""id"":31075534198547,""value"":null},{""id"":31116534765843,""value"":null},{""id"":31119619329427,""value"":null},{""id"":31429573112467,""value"":null},{""id"":31463987851411,""value"":null},{""id"":31464039448851,""value"":null},{""id"":31464072185235,""value"":null},{""id"":31464183942291,""value"":null},{""id"":31591025967635,""value"":null},{""id"":32196666764691,""value"":null},{""id"":33064777003027,""value"":null},{""id"":33512415018771,""value"":null},{""id"":33513027731987,""value"":null},{""id"":33523794474771,""value"":null},{""id"":33523812659475,""value"":null},{""id"":34279565184787,""value"":null},{""id"":34982112572435,""value"":null},{""id"":34982148549779,""value"":null},{""id"":35183088911507,""value"":null},{""id"":35565309832851,""value"":null},{""id"":35586761348627,""value"":null},{""id"":41035098090131,""value"":null},{""id"":41035174581139,""value"":null},{""id"":41035232709011,""value"":null},{""id"":41035668695827,""value"":null},{""id"":41094679351571,""value"":null},{""id"":41623363085331,""value"":null},{""id"":41625020690067,""value"":null},{""id"":42331345609619,""value"":null},{""id"":42331371173907,""value"":null},{""id"":42528881153171,""value"":null},{""id"":42528982267795,""value"":null},{""id"":42529031402515,""value"":null},{""id"":42529053240851,""value"":null},{""id"":42529087476243,""value"":null},{""id"":42529144893331,""value"":null},{""id"":42529149097875,""value"":null},{""id"":42529178989715,""value"":null},{""id"":43057433955091,""value"":null},{""id"":43458435018259,""value"":null},{""id"":44295221953299,""value"":null},{""id"":45422935715347,""value"":null},{""id"":45422981998227,""value"":null},{""id"":45423065937043,""value"":null},{""id"":45423236631443,""value"":false},{""id"":45424802542739,""value"":null},{""id"":45478396819091,""value"":null},{""id"":45501058232979,""value"":null},{""id"":45501186530323,""value"":null},{""id"":45501223449875,""value"":null},{""id"":45574392829587,""value"":null},{""id"":45574468899091,""value"":null},{""id"":45574497006227,""value"":null},{""id"":45574514851987,""value"":null},{""id"":45574552785811,""value"":null},{""id"":45574573280275,""value"":false},{""id"":45621690706963,""value"":null},{""id"":45621742117779,""value"":null},{""id"":45647968855443,""value"":null},{""id"":45647976071571,""value"":null},{""id"":45648015623699,""value"":null},{""id"":45648191010579,""value"":null},{""id"":45648307958547,""value"":null},{""id"":45699725057171,""value"":null},{""id"":45716811404563,""value"":null},{""id"":45872760804371,""value"":null},{""id"":45872905574931,""value"":null},{""id"":45873143339923,""value"":null},{""id"":46221448092051,""value"":null}],""satisfaction_rating"":{""score"":""unoffered""},""sharing_agreement_ids"":[],""custom_status_id"":22279318572947,""encoded_id"":""05XRX9-2GMWK"",""fields"":[{""id"":22279398226835,""value"":null},{""id"":22279409037843,""value"":null},{""id"":25510476980883,""value"":""27282140234899""},{""id"":25511248405395,""value"":null},{""id"":25511254751635,""value"":null},{""id"":25511260433171,""value"":null},{""id"":25511523881875,""value"":null},{""id"":25511594076563,""value"":null},{""id"":25511872927635,""value"":null},{""id"":25512589656723,""value"":null},{""id"":25512598348947,""value"":null},{""id"":25512607494675,""value"":null},{""id"":25512622650899,""value"":null},{""id"":25512645064339,""value"":null},{""id"":25512723880467,""value"":null},{""id"":25512741209363,""value"":null},{""id"":25512756000659,""value"":null},{""id"":25512759108883,""value"":null},{""id"":25512762821267,""value"":null},{""id"":25512766796307,""value"":null},{""id"":25512767655059,""value"":null},{""id"":25512774986771,""value"":null},{""id"":25512793667219,""value"":null},{""id"":25512796485011,""value"":null},{""id"":25512810151955,""value"":null},{""id"":25512831196691,""value"":null},{""id"":25512844874643,""value"":null},{""id"":25512846636691,""value"":null},{""id"":25512872583955,""value"":null},{""id"":25512903221267,""value"":null},{""id"":25512904067603,""value"":null},{""id"":25512905369107,""value"":null},{""id"":25512906434835,""value"":null},{""id"":25514473753363,""value"":null},{""id"":25514476340627,""value"":null},{""id"":25514549027347,""value"":null},{""id"":25514696350739,""value"":null},{""id"":25514801261715,""value"":null},{""id"":25515024988435,""value"":null},{""id"":25729183059731,""value"":null},{""id"":25729236432531,""value"":null},{""id"":25729446878867,""value"":null},{""id"":25729466970899,""value"":null},{""id"":25729535319059,""value"":null},{""id"":25729590739731,""value"":null},{""id"":25729613953811,""value"":null},{""id"":25729627222419,""value"":null},{""id"":25729771055763,""value"":null},{""id"":25729847101971,""value"":null},{""id"":28114686897555,""value"":null},{""id"":28136231880851,""value"":null},{""id"":28137278571795,""value"":null},{""id"":28137706191123,""value"":null},{""id"":28137736013075,""value"":null},{""id"":28137760566547,""value"":null},{""id"":28137773185555,""value"":null},{""id"":28137788562963,""value"":null},{""id"":28137789565843,""value"":null},{""id"":28137902582931,""value"":null},{""id"":28137950189715,""value"":null},{""id"":28137954608147,""value"":null},{""id"":28152696784531,""value"":null},{""id"":2815270"
"2025-11-04T23:56:09.505Z","i-06642dd378e15bd0b","support-middleware","[id:a9402e80-10, L:/10.11.32.218:53458 - R:fretadao.zendesk.com/216.198.54.6:443] READ: 4229B 32b4{""ticket"":{""url"":""https://fretadao.zendesk.com/api/v2/tickets/2736192.json"",""id"":2736192,""external_id"":null,""via"":{""channel"":""whatsapp"",""source"":{""from"":{},""to"":{},""rel"":null}},""created_at"":""2025-11-04T23:55:43Z"",""updated_at"":""2025-11-04T23:56:07Z"",""generated_timestamp"":1762300567,""type"":null,""subject"":""Conversa com Sebastiana Aparecida Rodrigues De Lima"",""raw_subject"":""Conversa com Sebastiana Aparecida Rodrigues De Lima"",""description"":""Conversa com Sebastiana Aparecida Rodrigues De Lima"",""priority"":""normal"",""status"":""open"",""recipient"":null,""requester_id"":44272287191955,""submitter_id"":44272287191955,""assignee_id"":29363484345107,""organization_id"":27282140234899,""group_id"":34614973349779,""collaborator_ids"":[],""follower_ids"":[],""email_cc_ids"":[],""forum_topic_id"":null,""problem_id"":null,""has_incidents"":false,""is_public"":false,""due_at"":null,""tags"":[""fluxobot_meli_menu_inicial"",""mechamepor_salvo"",""squad_gemini""],""custom_fields"":[{""id"":22279398226835,""value"":null},{""id"":22279409037843,""value"":null},{""id"":25510476980883,""value"":""27282140234899""},{""id"":25511248405395,""value"":null},{""id"":25511254751635,""value"":null},{""id"":25511260433171,""value"":null},{""id"":25511523881875,""value"":null},{""id"":25511594076563,""value"":null},{""id"":25511872927635,""value"":null},{""id"":25512589656723,""value"":null},{""id"":25512598348947,""value"":null},{""id"":25512607494675,""value"":null},{""id"":25512622650899,""value"":null},{""id"":25512645064339,""value"":null},{""id"":25512723880467,""value"":null},{""id"":25512741209363,""value"":null},{""id"":25512756000659,""value"":null},{""id"":25512759108883,""value"":null},{""id"":25512762821267,""value"":null},{""id"":25512766796307,""value"":null},{""id"":25512767655059,""value"":null},{""id"":25512774986771,""value"":null},{""id"":25512793667219,""value"":null},{""id"":25512796485011,""value"":null},{""id"":25512810151955,""value"":null},{""id"":25512831196691,""value"":null},{""id"":25512844874643,""value"":null},{""id"":25512846636691,""value"":null},{""id"":25512872583955,""value"":null},{""id"":25512903221267,""value"":null},{""id"":25512904067603,""value"":null},{""id"":25512905369107,""value"":null},{""id"":25512906434835,""value"":null},{""id"":25514473753363,""value"":null},{""id"":25514476340627,""value"":null},{""id"":25514549027347,""value"":null},{""id"":25514696350739,""value"":null},{""id"":25514801261715,""value"":null},{""id"":25515024988435,""value"":null},{""id"":25729183059731,""value"":null},{""id"":25729236432531,""value"":null},{""id"":25729446878867,""value"":null},{""id"":25729466970899,""value"":null},{""id"":25729535319059,""value"":null},{""id"":25729590739731,""value"":null},{""id"":25729613953811,""value"":null},{""id"":25729627222419,""value"":null},{""id"":25729771055763,""value"":null},{""id"":25729847101971,""value"":null},{""id"":28114686897555,""value"":null},{""id"":28136231880851,""value"":null},{""id"":28137278571795,""value"":null},{""id"":28137706191123,""value"":null},{""id"":28137736013075,""value"":null},{""id"":28137760566547,""value"":null},{""id"":28137773185555,""value"":null},{""id"":28137788562963,""value"":null},{""id"":28137789565843,""value"":null},{""id"":28137902582931,""value"":null},{""id"":28137950189715,""value"":null},{""id"":28137954608147,""value"":null},{""id"":28152696784531,""value"":null},{""id"":28152704934547,""value"":null},{""id"":28152711684243,""value"":null},{""id"":28152712613267,""value"":null},{""id"":28152719559187,""value"":null},{""id"":28152732958099,""value"":null},{""id"":28361518159635,""value"":null},{""id"":28890969950227,""value"":null},{""id"":28890979092627,""value"":null},{""id"":28901978089107,""value"":null},{""id"":28902125225235,""value"":null},{""id"":28918759736851,""value"":null},{""id"":28918798000403,""value"":null},{""id"":28918943473171,""value"":null},{""id"":28919059314835,""value"":null},{""id"":28919106522899,""value"":null},{""id"":28919156558739,""value"":null},{""id"":28921060860179,""value"":null},{""id"":28921085733139,""value"":null},{""id"":28921813131027,""value"":null},{""id"":28922105126803,""value"":null},{""id"":28922164659603,""value"":null},{""id"":28923422845715,""value"":null},{""id"":28923436475283,""value"":null},{""id"":28923512101267,""value"":null},{""id"":28923617915027,""value"":null},{""id"":28924073965459,""value"":null},{""id"":28925001227795,""value"":null},{""id"":28925061345939,""value"":null},{""id"":28925075220243,""value"":null},{""id"":29182755782803,""value"":null},{""id"":29195664758163,""value"":null},{""id"":29195687879955"
"2025-11-04T23:56:09.505Z","i-06642dd378e15bd0b","support-middleware","[id:a9402e80-10, L:/10.11.32.218:53458 - R:fretadao.zendesk.com/216.198.54.6:443] READ COMPLETE"
"2025-11-04T23:56:09.504Z","i-06642dd378e15bd0b","support-middleware","[id:a9402e80-10, L:/10.11.32.218:53458 - R:fretadao.zendesk.com/216.198.54.6:443] READ: 2036B HTTP/1.1 200 OKDate: Tue, 04 Nov 2025 23:56:09 GMTContent-Type: application/json; charset=utf-8Transfer-Encoding: chunkedConnection: keep-alivex-zendesk-api-version: v2x-zendesk-application-version: v24525x-zendesk-api-warn: {allowed_parameters: {controller: ""tickets"", action: ""show"", unpermitted_keys: [""fields""], invalid_values: []}}x-frame-options: SAMEORIGINx-rate-limit: 400ratelimit-limit: 400x-rate-limit-remaining: 349ratelimit-remaining: 349ratelimit-reset: 51strict-transport-security: max-age=31536000; includeSubDomainsetag: W/""72a45dc82416d16739b8571d2e51d8fb""cache-control: max-age=0, private, must-revalidateset-cookie: _zendesk_cookie=BAhJIhl7ImRldmljZV90b2tlbnMiOnt9fQY6BkVU--0bf2100788cb010d0183feca16aaf88ccaf719ca; path=/; expires=Wed, 04 Nov 2026 19:37:24 GMT; secure; HttpOnly; SameSite=Nonex-zendesk-origin-server: classic-app-server-7b548c4499-bs8m8x-request-id: 99980bde7e32d673-IADx-runtime: 0.101109x-envoy-upstream-service-time: 107zendesk-service: classicx-zendesk-api-gateway: yesx-zendesk-zorg: yesvary: Accept-Encodingvia: zorgx-envoy-decorator-operation: /api/v2/ticketscf-cache-status: DYNAMICReport-To: {""endpoints"":[{""url"":""https:\/\/a.nel.cloudflare.com\/report\/v4?s=8S0%2FacOMY801SEVPa2MqEbQLzxAlOifG5bzKk6122EI9EDm2hK%2FhHFhUyakt%2BhqhGInEf7I8V1s1ZVGnV4lyRWCBIcyG5B729WDGEOasXiAFFWg6M6zZnJg0XZTVxh5Grt1ytVyM""}],""group"":""cf-nel"",""max_age"":604800}NEL: {""success_fraction"":0.01,""report_to"":""cf-nel"",""max_age"":604800}Set-Cookie: __cf_bm=bkPJzWDWPKIRQtR5RT6x3IWxU1qg6E5f0Lyprk7DvvY-1762300569-1.0.1.1-RrQsCoMXNnRp3NBvnVXP9Tmt6oeCiRcOjNXC..ZlIebLPwqpPCqX4NSE14K3WJUS5Cjaxa8z5W9emGqBQUww0UBDP6nmuRD.VeWCrDZTRXM; path=/; expires=Wed, 05-Nov-25 00:26:09 GMT; domain=.fretadao.zendesk.com; HttpOnly; Secure; SameSite=NoneSet-Cookie: _cfuvid=vKDR9iVF3w5WWzgLENIv79dK4XXFhzR8HnK6Gr75VGs-1762300569503-0.0.1.1-604800000; path=/; domain=.fretadao.zendesk.com; HttpOnly; Secure; SameSite=NoneServer: cloudflareCF-RAY: 99980bde7e32d673-IAD"
"2025-11-04T23:56:09.353Z","i-06642dd378e15bd0b","support-middleware","[id:a9402e80-10, L:/10.11.32.218:53458 - R:fretadao.zendesk.com/216.198.54.6:443] FLUSH"
"2025-11-04T23:56:09.353Z","i-06642dd378e15bd0b","support-middleware","[id:a9402e80-10, L:/10.11.32.218:53458 - R:fretadao.zendesk.com/216.198.54.6:443] WRITE: 0B"
"2025-11-04T23:56:09.353Z","i-06642dd378e15bd0b","support-middleware","[id:a9402e80-10, L:/10.11.32.218:53458 - R:fretadao.zendesk.com/216.198.54.6:443] FLUSH"
"2025-11-04T23:56:09.353Z","i-06642dd378e15bd0b","support-middleware","[id:a9402e80-10, L:/10.11.32.218:53458 - R:fretadao.zendesk.com/216.198.54.6:443] WRITE: 564B GET /api/v2/tickets/2736192.json?fields=status,tags HTTP/1.1user-agent: ReactorNetty/1.0.10host: fretadao.zendesk.comaccept: */*Authorization: Basic Y2xhdWQuaWFAY2xvdWRodW1hbnMuY29tL3Rva2VuOmpiMGplaDJuZFVtbjNtdU5RcEhWOG1jZEFWcjF1bXAwTUUyYldQcnY=x-datadog-trace-id: 4439875034969142009x-datadog-parent-id: 6626138621981856930x-datadog-sampling-priority: 1x-datadog-tags: _dd.p.dm=-1,_dd.p.tid=690a928100000000traceparent: 00-690a9281000000003d9d9ad22275f2f9-5bf4c5f84bb994a2-01tracestate: dd=p:5bf4c5f84bb994a2;t.dm:-1;t.tid:690a928100000000"
"2025-11-04T23:56:09.350Z","i-06642dd378e15bd0b","support-middleware","#AppendMessage Appending message ""Para que eu possa te ajudar, por favor digite o número da opção que você precisa de apoio:*1* - Perdi o fretado*2* - Dúvidas/reclamações sobre a minha rota*3* - Outros assuntos"" with source CLOUD_HUMANS and destination CUSTOMER to ticket 2736192"
"2025-11-04T23:56:09.345Z","i-0b36220f35870df02","claudia-consumer","[40b5f3ab-16, L:/10.11.68.5:48696 - R:support-middleware-service.support-middleware.svc.cluster.local/172.20.231.91:80] FLUSH"
"2025-11-04T23:56:09.345Z","i-0b36220f35870df02","claudia-consumer","[40b5f3ab-16, L:/10.11.68.5:48696 - R:support-middleware-service.support-middleware.svc.cluster.local/172.20.231.91:80] WRITE: 346B {""cloudChatId"":""a180615d-28de-467b-9154-92f0b5ee7e18"",""private"":false,""messageType"":""FLOW"",""content"":""Para que eu possa te ajudar, por favor digite o número da opção que você precisa de apoio:*1* - Perdi o fretado*2* - Dúvidas/reclamações sobre a minha rota*3* - Outros assuntos"",""messageId"":""1161f77c-cf93-4aa1-ab35-3c455ef08584""}"
"2025-11-04T23:56:09.344Z","i-0b36220f35870df02","claudia-consumer","[40b5f3ab-16, L:/10.11.68.5:48696 - R:support-middleware-service.support-middleware.svc.cluster.local/172.20.231.91:80] WRITE: 663B POST /claudia/ticket/message HTTP/1.1user-agent: ReactorNetty/1.0.22host: support-middleware-service.support-middleware.svc.cluster.localaccept: */*Content-Type: application/jsonx-api-key: wfYmnUS6L4N391TnEtdExWLtcq1cKnWbgvfEKHVDCwe7m6QGmIoBYZIkZKvD32U7TqBcV1JxaqF2Q9ySryUVGggjnm4aiMMYwgDkYzUdN8nO8zgTYEiTtTroMIUjdmqbcontent-length: 346x-datadog-trace-id: 4439875034969142009x-datadog-parent-id: 6216054839682442666x-datadog-sampling-priority: 1x-datadog-tags: _dd.p.dm=-1,_dd.p.tid=690a928100000000traceparent: 00-690a9281000000003d9d9ad22275f2f9-5643dcf14f9ea5aa-01tracestate: dd=s:1;p:5fe5c43d0381e7fb;t.dm:-1;t.tid:690a928100000000"
"2025-11-04T23:56:09.344Z","i-0b36220f35870df02","claudia-consumer","[40b5f3ab-16, L:/10.11.68.5:48696 - R:support-middleware-service.support-middleware.svc.cluster.local/172.20.231.91:80] Handler is being applied: {uri=http://support-middleware-service.support-middleware.svc.cluster.local/claudia/ticket/message, method=POST}"
"2025-11-04T23:56:08.574Z","arn:aws:lambda:us-east-1:585814034319:function:cheventsgatewayfunction","ch-events-gateway","REPORT RequestId: c9016cd7-1eb1-45d1-86d5-ca03d92c7efc Duration: 166.843 ms Runtime Duration: 139.821 ms Post Runtime Duration: 27.02199999999999 ms Billed Duration: 167 ms Memory Size: 256 MB Max Memory Used: 148 MB"
"2025-11-04T23:56:08.546Z","arn:aws:lambda:us-east-1:585814034319:function:cheventsgatewayfunction","ch-events-gateway","END RequestId: c9016cd7-1eb1-45d1-86d5-ca03d92c7efc"
"2025-11-04T23:56:08.408Z","arn:aws:lambda:us-east-1:585814034319:function:cheventsgatewayfunction","ch-events-gateway","2025-11-04T23:56:08.408Z	c9016cd7-1eb1-45d1-86d5-ca03d92c7efc	INFO	[dd.trace_id=4439875034969142009 dd.span_id=3110403229731185753] Request started with data {""resource"":""/message"",""path"":""/message"",""httpMethod"":""POST"",""headers"":{""Accept"":""application/json, text/plain, */*"",""Accept-Encoding"":""gzip, br"",""baggage"":""sentry-environment=production,sentry-release=sunco%40v3952,sentry-public_key=7fa93775fdec4123a149cb5fbd4e7822,sentry-trace_id=dc12ad57cc334b78ac1ed480beaf7ae5"",""cdn-loop"":""cloudflare; loops=1"",""cf-connecting-ip"":""216.198.1.175"",""cf-ipcountry"":""US"",""cf-ray"":""99980bd85dccdb63-IAD"",""cf-visitor"":""{\""scheme\"":\""https\""}"",""CloudFront-Forwarded-Proto"":""https"",""CloudFront-Is-Desktop-Viewer"":""true"",""CloudFront-Is-Mobile-Viewer"":""false"",""CloudFront-Is-SmartTV-Viewer"":""false"",""CloudFront-Is-Tablet-Viewer"":""false"",""CloudFront-Viewer-ASN"":""16509"",""CloudFront-Viewer-City"":""Ashburn"",""CloudFront-Viewer-Country"":""US"",""CloudFront-Viewer-Country-Name"":""United States"",""CloudFront-Viewer-Country-Region"":""VA"",""CloudFront-Viewer-Country-Region-Name"":""Virginia"",""CloudFront-Viewer-Latitude"":""39.04690"",""CloudFront-Viewer-Longitude"":""-77.49030"",""CloudFront-Viewer-Metro-Code"":""511"",""CloudFront-Viewer-Postal-Code"":""20149"",""CloudFront-Viewer-Time-Zone"":""America/New_York"",""content-type"":""application/json"",""Host"":""downo0b1qe.execute-api.us-east-1.amazonaws.com"",""sentry-trace"":""dc12ad57cc334b78ac1ed480beaf7ae5-a8e72274c909baca"",""traceparent"":""00-690a9281000000003d9d9ad22275f2f9-78e55435bd70f7c0-01"",""tracestate"":""dd=t.tid:690a928100000000;s:1;p:78e55435bd70f7c0;t.dm:-1"",""User-Agent"":""Zendesk/Conversations"",""Via"":""2.0 ffa8ec5cfe61dcaaebc108ff8c867054.cloudfront.net (CloudFront), 1.1 b5e757a7da6f6fe6261f56a8a9646880.cloudfront.net (CloudFront)"",""X-Amz-Cf-Id"":""Cv-84hd1iSUQnlHVB6G-ekyS0hPELLk1ssCNtD4sJrx5A09ELqpnpA=="",""X-Amzn-Trace-Id"":""Root=1-690a9298-6b1a4a113b4756b15465f2d5"",""x-api-key"":""s975vU-E7hMenoQMmzDiTHQ4JAo3jm_TpctS2lHHbjxP-QHyNfx5OhRnfbjmpiPGDiC7mvQpj7kqNcM_-4t5aA"",""x-datadog-parent-id"":""8711461644006389696"",""x-datadog-sampling-priority"":""1"",""x-datadog-tags"":""_dd.p.tid=690a928100000000,_dd.p.dm=-1"",""x-datadog-trace-id"":""4439875034969142009"",""X-Forwarded-For"":""216.198.1.175, 104.23.211.71, 70.132.60.73, 70.132.33.92"",""X-Forwarded-Port"":""443"",""X-Forwarded-Proto"":""https""},""multiValueHeaders"":{""Accept"":[""application/json, text/plain, */*""],""Accept-Encoding"":[""gzip, br""],""baggage"":[""sentry-environment=production,sentry-release=sunco%40v3952,sentry-public_key=7fa93775fdec4123a149cb5fbd4e7822,sentry-trace_id=dc12ad57cc334b78ac1ed480beaf7ae5""],""cdn-loop"":[""cloudflare; loops=1""],""cf-connecting-ip"":[""216.198.1.175""],""cf-ipcountry"":[""US""],""cf-ray"":[""99980bd85dccdb63-IAD""],""cf-visitor"":[""{\""scheme\"":\""https\""}""],""CloudFront-Forwarded-Proto"":[""https""],""CloudFront-Is-Desktop-Viewer"":[""true""],""CloudFront-Is-Mobile-Viewer"":[""false""],""CloudFront-Is-SmartTV-Viewer"":[""false""],""CloudFront-Is-Tablet-Viewer"":[""false""],""CloudFront-Viewer-ASN"":[""16509""],""CloudFront-Viewer-City"":[""Ashburn""],""CloudFront-Viewer-Country"":[""US""],""CloudFront-Viewer-Country-Name"":[""United States""],""CloudFront-Viewer-Country-Region"":[""VA""],""CloudFront-Viewer-Country-Region-Name"":[""Virginia""],""CloudFront-Viewer-Latitude"":[""39.04690""],""CloudFront-Viewer-Longitude"":[""-77.49030""],""CloudFront-Viewer-Metro-Code"":[""511""],""CloudFront-Viewer-Postal-Code"":[""20149""],""CloudFront-Viewer-Time-Zone"":[""America/New_York""],""content-type"":[""application/json""],""Host"":[""downo0b1qe.execute-api.us-east-1.amazonaws.com""],""sentry-trace"":[""dc12ad57cc334b78ac1ed480beaf7ae5-a8e72274c909baca""],""traceparent"":[""00-690a9281000000003d9d9ad22275f2f9-78e55435bd70f7c0-01""],""tracestate"":[""dd=t.tid:690a928100000000;s:1;p:78e55435bd70f7c0;t.dm:-1""],""User-Agent"":[""Zendesk/Conversations""],""Via"":[""2.0 ffa8ec5cfe61dcaaebc108ff8c867054.cloudfront.net (CloudFront), 1.1 b5e757a7da6f6fe6261f56a8a9646880.cloudfront.net (CloudFront)""],""X-Amz-Cf-Id"":[""Cv-84hd1iSUQnlHVB6G-ekyS0hPELLk1ssCNtD4sJrx5A09ELqpnpA==""],""X-Amzn-Trace-Id"":[""Root=1-690a9298-6b1a4a113b4756b15465f2d5""],""x-api-key"":[""s975vU-E7hMenoQMmzDiTHQ4JAo3jm_TpctS2lHHbjxP-QHyNfx5OhRnfbjmpiPGDiC7mvQpj7kqNcM_-4t5aA""],""x-datadog-parent-id"":[""8711461644006389696""],""x-datadog-sampling-priority"":[""1""],""x-datadog-tags"":[""_dd.p.tid=690a928100000000,_dd.p.dm=-1""],""x-datadog-trace-id"":[""4439875034969142009""],""X-Forwarded-For"":[""216.198.1.175, 104.23.211.71, 70.132.60.73, 70.132.33.92""],""X-Forwarded-Port"":[""443""],""X-Forwarded-Proto"":[""https""]},""queryStringParameters"":{""channelType"":""zendeskconversations"",""project"":""fretadao""},""multiValueQueryStringParameters"":{""channelType"":[""zendeskconversations""],""project"":[""fretadao""]},""pathParameters"":null,""stageVariables"":null,""requestContext"":{""resourceId"":""ft6jib"",""resourcePath"":""/message"",""httpMethod"":""POST"",""extendedRequestId"":""TivX3H7EIAMEa3g="",""requestTime"":""04/Nov/2025:23:56:08 +0000"",""path"":""/prod/message"",""accountId"":""585814034319"",""protocol"":""HTTP/1.1"",""stage"":""prod"",""domainPrefix"":""downo0b1qe"",""requestTimeEpoch"":1762300568384,""requestId"":""1ee1eebe-6fae-4111-8122-ff6978788c7a"",""identity"":{""cognitoIdentityPoolId"":null,""cognitoIdentityId"":null,""apiKey"":""s975vU-E7hMenoQMmzDiTHQ4JAo3jm_TpctS2lHHbjxP-QHyNfx5OhRnfbjmpiPGDiC7mvQpj7kqNcM_-4t5aA"",""principalOrgId"":null,""cognitoAuthenticationType"":null,""userArn"":null,""userAgent"":""Zendesk/Conversations"",""accountId"":null,""caller"":null,""sourceIp"":""70.132.60.73"",""accessKey"":null,""cognitoAuthenticationProvider"":null,""user"":null},""domainName"":""downo0b1qe.execute-api.us-east-1.amazonaws.com"",""deploymentId"":""y9p1v8"",""apiId"":""downo0b1qe""},""body"":""{\""app\"":{\""id\"":\""653c087ce111793642492154\""},\""webhook\"":{\""id\"":\""682e44c42b29df88485270db\"",\""version\"":\""v2\""},\""events\"":[{\""id\"":\""690a92984799e4184a66261d\"",\""createdAt\"":\""2025-11-04T23:56:08.295Z\"",\""type\"":\""conversation:message\"",\""payload\"":{\""conversation\"":{\""id\"":\""68b1fa542b28ec104a83f869\"",\""type\"":\""personal\"",\""brandId\"":\""22279327160211\"",\""activeSwitchboardIntegration\"":{\""id\"":\""653c087cc9b9074044506b0b\"",\""name\"":\""zd-agentWorkspace\"",\""integrationId\"":\""653c087ccd8fc408a1b21d16\"",\""integrationType\"":\""zd:agentWorkspace\""}},\""message\"":{\""id\"":\""690a92983c93ec05abf539cc\"",\""received\"":\""2025-11-04T23:56:08.295Z\"",\""author\"":{\""avatarUrl\"":\""https://fretadao.zendesk.com/system/photos/30658097509779/1f64b-2642.png\"",\""displayName\"":\""Gabriel\"",\""type\"":\""business\""},\""content\"":{\""type\"":\""text\"",\""text\"":\""Sebastiana Aparecida Rodrigues De Lima,\\n\\nQueremos agradecer sua paciência e compreensão. Estamos enfrentando um volume maior de chamadas do que o habitual, o que está causando um tempo de espera mais longo do que o normal. \\n\\nEstamos trabalhando arduamente para atendê-lo o mais rápido possível e agradecemos sua espera. \""},\""source\"":{\""type\"":\""api:conversations\""}}}}]}"",""isBase64Encoded"":false}"
"2025-11-04T23:56:08.406Z","arn:aws:lambda:us-east-1:585814034319:function:cheventsgatewayfunction","ch-events-gateway","START RequestId: c9016cd7-1eb1-45d1-86d5-ca03d92c7efc Version: $LATEST"
"2025-11-04T23:56:08.343Z","i-0b36220f35870df02","claudia-consumer","[c1b922f6, L:/10.11.68.5:58522 - R:support-middleware-service.support-middleware.svc.cluster.local/172.20.231.91:80] READ COMPLETE"
"2025-11-04T23:56:08.343Z","i-0b36220f35870df02","claudia-consumer","[c1b922f6-54, L:/10.11.68.5:58522 - R:support-middleware-service.support-middleware.svc.cluster.local/172.20.231.91:80] Received last HTTP packet"
"2025-11-04T23:56:08.343Z","i-0b36220f35870df02","claudia-consumer","[c1b922f6-54, L:/10.11.68.5:58522 - R:support-middleware-service.support-middleware.svc.cluster.local/172.20.231.91:80] Received response (auto-read:false) : [Vary=Origin, Vary=Access-Control-Request-Method, Vary=Access-Control-Request-Headers, Cache-Control=no-cache, no-store, max-age=0, must-revalidate, Pragma=no-cache, Expires=0, X-Content-Type-Options=nosniff, X-Frame-Options=DENY, X-XSS-Protection=1 ; mode=block, Referrer-Policy=no-referrer, content-length=0]"
"2025-11-04T23:56:08.342Z","i-0b36220f35870df02","claudia-consumer","[c1b922f6-54, L:/10.11.68.5:58522 - R:support-middleware-service.support-middleware.svc.cluster.local/172.20.231.91:80] READ: 340B HTTP/1.1 200 OKVary: OriginVary: Access-Control-Request-MethodVary: Access-Control-Request-HeadersCache-Control: no-cache, no-store, max-age=0, must-revalidatePragma: no-cacheExpires: 0X-Content-Type-Options: nosniffX-Frame-Options: DENYX-XSS-Protection: 1 ; mode=blockReferrer-Policy: no-referrercontent-length: 0"
"2025-11-04T23:56:08.338Z","i-06642dd378e15bd0b","support-middleware","[id:a48a5faf, L:/10.11.32.218:59600 - R:api.smooch.io/216.198.53.5:443] READ COMPLETE"
"2025-11-04T23:56:08.337Z","i-06642dd378e15bd0b","support-middleware","[id:a48a5faf-11, L:/10.11.32.218:59600 - R:api.smooch.io/216.198.53.5:443] READ: 481B 97509779/1f64b-2642.png"",""displayName"":""Gabriel"",""type"":""business""},""content"":{""type"":""text"",""text"":""Sebastiana Aparecida Rodrigues De Lima,Queremos agradecer sua paciência e compreensão. Estamos enfrentando um volume maior de chamadas do que o habitual, o que está causando um tempo de espera mais longo do que o normal. Estamos trabalhando arduamente para atendê-lo o mais rápido possível e agradecemos sua espera. ""},""source"":{""type"":""api:conversations""}}]}0"
